dim,birth,death
0,0,0.528265
0,0,0.53078
0,0,0.531283
0,0,0.535599
0,0,0.53707
0,0,0.53744
0,0,0.547717
0,0,0.548249
0,0,0.548407
0,0,0.54911
0,0,0.549245
0,0,0.550983
0,0,0.5542
0,0,0.555266
0,0,0.556266
0,0,0.556514
0,0,0.556525
0,0,0.557535
0,0,0.55766
0,0,0.557686
0,0,0.55799
0,0,0.558302
0,0,0.559723
0,0,0.561455
0,0,0.562578
0,0,0.562745
0,0,0.562812
0,0,0.563048
0,0,0.565281
0,0,0.566719
0,0,0.567142
0,0,0.567287
0,0,0.569083
0,0,0.569666
0,0,0.569833
0,0,0.56988
0,0,0.570127
0,0,0.570133
0,0,0.570498
0,0,0.570947
0,0,0.571672
0,0,0.572149
0,0,0.572718
0,0,0.57314
0,0,0.573543
0,0,0.574198
0,0,0.575518
0,0,0.575852
0,0,0.575951
0,0,0.575963
0,0,0.576112
0,0,0.576115
0,0,0.576703
0,0,0.577127
0,0,0.577182
0,0,0.577232
0,0,0.578019
0,0,0.579271
0,0,0.579667
0,0,0.58005
0,0,0.580452
0,0,0.581149
0,0,0.58133
0,0,0.581697
0,0,0.58192
0,0,0.582049
0,0,0.582252
0,0,0.582559
0,0,0.583012
0,0,0.583957
0,0,0.584044
0,0,0.584355
0,0,0.584549
0,0,0.584707
0,0,0.584794
0,0,0.585253
0,0,0.585526
0,0,0.585647
0,0,0.585921
0,0,0.586212
0,0,0.586262
0,0,0.586521
0,0,0.586925
0,0,0.58696
0,0,0.587131
0,0,0.587176
0,0,0.587224
0,0,0.587617
0,0,0.587978
0,0,0.588025
0,0,0.588114
0,0,0.588229
0,0,0.5885
0,0,0.588526
0,0,0.588657
0,0,0.589253
0,0,0.589581
0,0,0.589779
0,0,0.590286
0,0,0.590547
0,0,0.590739
0,0,0.590765
0,0,0.591271
0,0,0.591493
0,0,0.591656
0,0,0.591714
0,0,0.591879
0,0,0.592429
0,0,0.592608
0,0,0.593294
0,0,0.593504
0,0,0.594368
0,0,0.594581
0,0,0.594742
0,0,0.594757
0,0,0.594836
0,0,0.594989
0,0,0.595076
0,0,0.595139
0,0,0.595169
0,0,0.595329
0,0,0.595395
0,0,0.595633
0,0,0.596491
0,0,0.596575
0,0,0.596793
0,0,0.596824
0,0,0.597326
0,0,0.597642
0,0,0.598005
0,0,0.598051
0,0,0.598225
0,0,0.59892
0,0,0.599119
0,0,0.599231
0,0,0.599573
0,0,0.600508
0,0,0.600554
0,0,0.600989
0,0,0.601066
0,0,0.601068
0,0,0.601078
0,0,0.601134
0,0,0.601362
0,0,0.601367
0,0,0.601418
0,0,0.601595
0,0,0.601849
0,0,0.60255
0,0,0.602641
0,0,0.602874
0,0,0.602923
0,0,0.60294
0,0,0.602944
0,0,0.603525
0,0,0.603704
0,0,0.604173
0,0,0.604408
0,0,0.604555
0,0,0.605282
0,0,0.605441
0,0,0.606411
0,0,0.606591
0,0,0.606648
0,0,0.60682
0,0,0.606915
0,0,0.606959
0,0,0.60742
0,0,0.607853
0,0,0.608883
0,0,0.609082
0,0,0.609178
0,0,0.609184
0,0,0.60923
0,0,0.609832
0,0,0.610248
0,0,0.610294
0,0,0.610326
0,0,0.610527
0,0,0.6107
0,0,0.610858
0,0,0.611061
0,0,0.611482
0,0,0.611917
0,0,0.612089
0,0,0.612135
0,0,0.612226
0,0,0.612395
0,0,0.612685
0,0,0.612756
0,0,0.612947
0,0,0.613046
0,0,0.61318
0,0,0.613388
0,0,0.613577
0,0,0.61382
0,0,0.613929
0,0,0.613977
0,0,0.614053
